r,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p48309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p26003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p26013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p26041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p26043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p26053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p26061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p26071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p26083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p26103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p26109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p26131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
